,carat_encoded,cut_encoded,clarity_encoded,color_encoded,depth
2847,1.0,4.0,2.0,0.0,61.3
2848,1.0,2.0,2.0,5.0,61.4
2849,1.0,3.0,1.0,5.0,59.3
2850,1.0,4.0,7.0,3.0,61.6
2851,1.0,4.0,4.0,1.0,59.7
2852,1.0,2.0,4.0,4.0,60.9
2853,1.0,4.0,4.0,3.0,60.2
2854,1.0,1.0,3.0,1.0,63.4
2855,1.0,1.0,3.0,1.0,64.5
2856,1.0,2.0,2.0,5.0,61.7
2857,1.0,1.0,2.0,1.0,62.2
2858,1.0,4.0,4.0,4.0,60.7
2859,1.0,4.0,4.0,4.0,61.5
2860,1.0,4.0,4.0,4.0,61.6
2861,1.0,2.0,5.0,2.0,61.6
2862,1.0,4.0,2.0,6.0,63.0
2863,1.0,4.0,3.0,1.0,61.9
2864,1.0,4.0,3.0,0.0,60.5
2865,1.0,4.0,4.0,1.0,62.6
2866,1.0,2.0,1.0,3.0,63.2
2867,1.0,3.0,3.0,5.0,58.4
2868,1.0,2.0,6.0,3.0,62.8
2869,1.0,2.0,3.0,4.0,59.4
2870,1.0,2.0,1.0,5.0,60.8
2871,1.0,3.0,2.0,5.0,59.6
2872,1.0,2.0,1.0,5.0,62.4
2873,1.0,0.0,4.0,1.0,67.6
2874,1.0,3.0,2.0,6.0,62.0
2875,1.0,4.0,3.0,1.0,62.0
2876,1.0,4.0,1.0,5.0,62.5
2877,1.0,4.0,0.0,1.0,60.9
2878,1.0,1.0,4.0,1.0,61.3
2879,1.0,1.0,1.0,0.0,57.8
2880,1.0,4.0,4.0,0.0,61.1
2881,1.0,2.0,0.0,1.0,59.9
2882,1.0,0.0,2.0,4.0,65.3
2883,1.0,4.0,2.0,3.0,62.4
2884,1.0,0.0,2.0,5.0,65.5
2885,1.0,2.0,5.0,3.0,62.8
2886,1.0,4.0,4.0,2.0,62.3
2887,1.0,4.0,4.0,6.0,62.3
2888,1.0,2.0,2.0,1.0,63.1
2889,1.0,1.0,2.0,4.0,66.1
2890,1.0,0.0,2.0,4.0,61.4
2891,1.0,3.0,3.0,5.0,63.0
2892,1.0,2.0,1.0,3.0,63.2
2893,1.0,0.0,1.0,2.0,65.3
2894,1.0,1.0,1.0,2.0,64.2
2895,1.0,1.0,1.0,3.0,63.6
2896,1.0,2.0,1.0,3.0,63.3
2897,1.0,0.0,1.0,2.0,65.1
2898,1.0,3.0,1.0,2.0,58.1
2899,1.0,3.0,1.0,2.0,58.9
2900,1.0,2.0,3.0,2.0,63.3
2901,1.0,4.0,4.0,5.0,62.3
2902,1.0,4.0,4.0,1.0,62.6
2903,1.0,4.0,4.0,1.0,61.9
2904,1.0,4.0,7.0,4.0,62.1
2905,1.0,1.0,3.0,2.0,60.5
2906,1.0,1.0,4.0,3.0,63.2
2907,1.0,4.0,5.0,0.0,61.5
2908,1.0,4.0,4.0,2.0,60.4
2909,1.0,4.0,1.0,0.0,60.2
2910,1.0,1.0,1.0,1.0,61.6
2911,1.0,3.0,3.0,1.0,62.7
2912,1.0,3.0,3.0,2.0,62.4
2913,1.0,0.0,2.0,4.0,68.4
2914,1.0,3.0,3.0,2.0,59.7
2915,1.0,1.0,3.0,6.0,58.2
2916,1.0,2.0,1.0,5.0,62.7
2917,1.0,1.0,2.0,3.0,64.3
2918,1.0,2.0,1.0,3.0,62.1
2919,1.0,4.0,6.0,4.0,62.5
2920,1.0,4.0,4.0,0.0,62.5
2921,1.0,4.0,4.0,0.0,62.6
2922,1.0,1.0,3.0,5.0,64.2
2923,1.0,3.0,2.0,5.0,58.4
2924,1.0,2.0,5.0,3.0,61.4
2925,1.0,2.0,0.0,3.0,62.4
2926,1.0,0.0,5.0,5.0,60.9
2927,1.0,2.0,1.0,4.0,63.1
2928,1.0,2.0,3.0,6.0,61.6
2929,1.0,1.0,2.0,4.0,64.2
2930,1.0,4.0,2.0,2.0,60.7
2931,1.0,4.0,7.0,4.0,61.1
2932,1.0,4.0,7.0,4.0,61.6
2933,1.0,1.0,3.0,6.0,61.3
2934,1.0,0.0,1.0,5.0,66.2
2935,1.0,3.0,3.0,1.0,60.5
2936,1.0,1.0,3.0,1.0,63.4
2937,1.0,3.0,3.0,0.0,61.8
2938,1.0,3.0,3.0,5.0,63.0
2939,1.0,3.0,3.0,5.0,62.6
2940,1.0,2.0,2.0,3.0,62.9
2941,1.0,2.0,1.0,6.0,62.8
2942,1.0,2.0,2.0,1.0,63.1
2943,1.0,2.0,1.0,6.0,63.2
2944,1.0,4.0,2.0,2.0,60.1
2945,1.0,3.0,0.0,1.0,62.2
2946,1.0,3.0,1.0,6.0,62.7
2947,1.0,4.0,3.0,0.0,60.2
2948,1.0,0.0,1.0,1.0,64.6
2949,1.0,4.0,4.0,2.0,61.1
2950,1.0,3.0,6.0,1.0,61.7
2951,1.0,3.0,3.0,0.0,58.0
2952,1.0,2.0,1.0,4.0,62.1
2953,1.0,2.0,5.0,1.0,60.7
2954,1.0,2.0,2.0,1.0,63.8
2955,1.0,4.0,5.0,3.0,61.0
2956,1.0,3.0,2.0,1.0,62.5
2957,1.0,3.0,3.0,6.0,62.4
2958,1.0,4.0,4.0,4.0,62.6
2959,1.0,0.0,5.0,0.0,58.5
2960,1.0,2.0,1.0,4.0,61.8
2961,1.0,4.0,4.0,6.0,60.7
2962,1.0,3.0,1.0,3.0,62.5
2963,1.0,4.0,2.0,1.0,62.0
2964,1.0,3.0,2.0,1.0,61.5
2965,1.0,3.0,1.0,2.0,60.9
2966,1.0,1.0,1.0,6.0,63.1
2967,1.0,2.0,1.0,0.0,62.7
2968,1.0,1.0,3.0,0.0,64.0
2969,1.0,2.0,3.0,0.0,58.5
2970,1.0,4.0,3.0,5.0,61.9
2971,1.0,2.0,3.0,6.0,62.6
2972,1.0,2.0,1.0,5.0,61.5
2973,1.0,4.0,5.0,2.0,61.4
2974,1.0,4.0,3.0,6.0,61.9
2975,1.0,4.0,3.0,3.0,61.8
2976,1.0,4.0,3.0,3.0,61.8
2977,1.0,4.0,3.0,3.0,61.8
2978,1.0,4.0,3.0,0.0,61.5
2979,1.0,4.0,1.0,3.0,59.6
2980,1.0,3.0,5.0,3.0,60.8
2981,1.0,0.0,2.0,3.0,69.7
2982,1.0,2.0,0.0,1.0,63.0
2983,1.0,3.0,6.0,2.0,62.4
2984,1.0,4.0,3.0,3.0,61.8
2985,1.0,4.0,4.0,3.0,60.8
2986,1.0,2.0,1.0,4.0,61.7
2987,1.0,4.0,3.0,1.0,60.9
2988,1.0,4.0,3.0,1.0,61.8
2989,1.0,4.0,7.0,4.0,62.2
2990,1.0,1.0,3.0,4.0,56.9
2991,1.0,0.0,1.0,6.0,64.9
2992,1.0,2.0,1.0,3.0,62.1
2993,1.0,3.0,1.0,3.0,61.1
2994,1.0,1.0,3.0,5.0,63.8
2995,1.0,1.0,1.0,3.0,63.8
2996,1.0,1.0,3.0,5.0,63.7
2997,1.0,1.0,1.0,3.0,63.4
2998,1.0,2.0,1.0,3.0,59.2
2999,1.0,1.0,1.0,3.0,63.8
3000,1.0,4.0,6.0,3.0,60.7
3001,1.0,4.0,3.0,1.0,61.0
3002,1.0,4.0,1.0,2.0,62.1
3003,1.0,4.0,3.0,1.0,62.1
3004,1.0,4.0,3.0,1.0,62.0
3005,1.0,4.0,3.0,1.0,60.8
3006,1.0,4.0,3.0,1.0,62.5
3007,1.0,1.0,7.0,3.0,64.6
3008,1.0,0.0,1.0,0.0,64.8
3009,1.0,0.0,2.0,3.0,65.8
3010,1.0,2.0,1.0,0.0,63.4
3011,1.0,1.0,1.0,0.0,64.0
3012,1.0,4.0,4.0,1.0,60.0
3013,1.0,4.0,3.0,0.0,61.8
3014,1.0,4.0,2.0,0.0,62.0
3015,1.0,2.0,6.0,0.0,61.2
3016,1.0,2.0,3.0,1.0,61.5
3017,1.0,1.0,2.0,3.0,64.2
3018,1.0,4.0,5.0,3.0,61.7
3019,1.0,4.0,5.0,3.0,61.3
3020,1.0,4.0,3.0,3.0,60.9
3021,1.0,2.0,2.0,5.0,62.3
3022,1.0,4.0,2.0,5.0,60.8
3023,1.0,3.0,3.0,0.0,59.8
3024,1.0,2.0,2.0,2.0,62.2
3025,1.0,2.0,6.0,1.0,61.8
3026,1.0,4.0,2.0,0.0,60.8
3027,1.0,4.0,4.0,1.0,62.2
3028,1.0,4.0,7.0,4.0,61.3
3029,1.0,2.0,1.0,5.0,63.2
3030,0.0,4.0,2.0,0.0,62.2
3031,0.0,4.0,2.0,0.0,61.3
3032,0.0,2.0,5.0,4.0,63.4
3033,0.0,3.0,5.0,4.0,59.8
3034,0.0,1.0,3.0,6.0,64.0
3035,0.0,4.0,5.0,3.0,62.2
3036,0.0,1.0,4.0,3.0,63.4
3037,0.0,1.0,4.0,3.0,63.5
3038,0.0,1.0,3.0,2.0,63.4
3039,0.0,2.0,4.0,3.0,60.2
3040,0.0,1.0,4.0,3.0,63.3
3041,0.0,2.0,4.0,3.0,62.0
3042,0.0,4.0,3.0,2.0,62.4
3043,0.0,2.0,4.0,3.0,60.8
3044,0.0,2.0,6.0,3.0,60.1
3045,0.0,2.0,6.0,3.0,62.9
3046,0.0,2.0,6.0,3.0,62.5
3047,0.0,2.0,6.0,3.0,61.0
3048,0.0,2.0,6.0,3.0,62.9
3049,0.0,2.0,7.0,3.0,60.8
3050,0.0,4.0,5.0,3.0,60.8
3051,0.0,4.0,1.0,3.0,62.8
3052,0.0,4.0,7.0,4.0,61.6
3053,0.0,4.0,7.0,3.0,61.6
3054,0.0,3.0,1.0,4.0,61.6
3055,0.0,3.0,2.0,2.0,59.3
3056,0.0,2.0,2.0,2.0,59.4
3057,0.0,2.0,2.0,2.0,63.0
3058,0.0,2.0,3.0,6.0,60.5
3059,0.0,3.0,2.0,2.0,59.8
3060,1.0,1.0,6.0,2.0,63.3
3061,1.0,4.0,3.0,1.0,61.5
3062,1.0,4.0,7.0,3.0,61.8
3063,1.0,3.0,6.0,4.0,60.7
3064,1.0,4.0,4.0,1.0,62.3
3065,1.0,3.0,4.0,1.0,61.2
3066,1.0,3.0,4.0,3.0,62.1
3067,1.0,3.0,2.0,2.0,61.6
3068,1.0,3.0,4.0,1.0,60.9
3069,1.0,3.0,2.0,0.0,62.7
3070,1.0,1.0,5.0,0.0,63.6
3071,1.0,3.0,2.0,0.0,61.7
3072,1.0,1.0,3.0,3.0,63.6
3073,1.0,3.0,1.0,0.0,58.1
3074,1.0,1.0,3.0,6.0,63.9
3075,1.0,4.0,1.0,5.0,62.5
3076,1.0,3.0,1.0,0.0,62.5
3077,1.0,3.0,4.0,1.0,61.2
3078,1.0,1.0,5.0,0.0,63.7
3079,1.0,3.0,1.0,0.0,61.0
3080,1.0,4.0,2.0,6.0,62.3
3081,1.0,4.0,6.0,2.0,61.3
3082,1.0,3.0,1.0,4.0,58.3
3083,1.0,2.0,3.0,6.0,63.5
3084,1.0,2.0,4.0,4.0,62.2
3085,1.0,2.0,4.0,1.0,61.5
3086,1.0,4.0,2.0,5.0,61.9
3087,1.0,4.0,3.0,1.0,61.7
3088,1.0,1.0,4.0,3.0,63.6
3089,1.0,4.0,2.0,0.0,62.3
3090,1.0,3.0,1.0,2.0,61.3
3091,1.0,2.0,4.0,1.0,62.0
3092,1.0,1.0,1.0,2.0,63.2
3093,1.0,1.0,1.0,2.0,63.2
3094,1.0,4.0,3.0,1.0,59.3
3095,1.0,3.0,1.0,3.0,62.3
3096,1.0,4.0,3.0,0.0,61.8
3097,1.0,4.0,4.0,2.0,61.5
3098,1.0,4.0,0.0,3.0,61.5
3099,1.0,4.0,6.0,0.0,60.9
3100,1.0,4.0,3.0,0.0,62.1
3101,1.0,4.0,3.0,0.0,61.2
3102,1.0,4.0,2.0,2.0,61.5
3103,1.0,4.0,1.0,3.0,61.0
3104,1.0,2.0,2.0,2.0,61.9
3105,1.0,4.0,2.0,0.0,62.2
3106,1.0,3.0,2.0,1.0,61.9
3107,1.0,2.0,6.0,3.0,60.8
3108,1.0,2.0,3.0,2.0,63.0
3109,1.0,2.0,3.0,1.0,62.8
3110,1.0,4.0,6.0,1.0,61.5
3111,1.0,0.0,5.0,3.0,64.8
3112,1.0,2.0,2.0,5.0,63.3
3113,1.0,4.0,2.0,5.0,61.8
3114,1.0,1.0,2.0,4.0,63.8
3115,1.0,0.0,2.0,2.0,66.0
3116,1.0,1.0,2.0,0.0,64.1
3117,1.0,2.0,1.0,4.0,62.0
3118,1.0,4.0,5.0,4.0,62.0
3119,1.0,4.0,5.0,4.0,61.8
3120,1.0,4.0,5.0,4.0,61.0
3121,1.0,4.0,5.0,4.0,60.9
3122,1.0,4.0,3.0,3.0,62.6
3123,1.0,4.0,3.0,6.0,61.5
3124,1.0,3.0,1.0,4.0,62.1
3125,1.0,4.0,2.0,0.0,61.2
3126,1.0,0.0,2.0,2.0,65.3
3127,1.0,3.0,1.0,4.0,59.2
3128,1.0,4.0,6.0,3.0,61.7
3129,1.0,3.0,2.0,3.0,60.1
3130,1.0,3.0,1.0,3.0,59.5
3131,1.0,4.0,4.0,1.0,62.8
3132,1.0,4.0,2.0,0.0,61.3
3133,1.0,4.0,3.0,1.0,62.2
3134,1.0,2.0,6.0,3.0,63.2
3135,1.0,4.0,1.0,1.0,60.9
3136,1.0,4.0,2.0,5.0,61.7
3137,1.0,4.0,0.0,5.0,62.3
3138,1.0,4.0,1.0,1.0,62.2
3139,1.0,4.0,4.0,2.0,62.5
3140,1.0,4.0,2.0,1.0,61.9
3141,1.0,4.0,2.0,1.0,61.1
3142,1.0,4.0,2.0,1.0,61.6
3143,1.0,2.0,5.0,2.0,63.6
3144,1.0,2.0,4.0,0.0,64.1
3145,1.0,4.0,6.0,3.0,61.4
3146,1.0,4.0,3.0,4.0,60.9
3147,1.0,4.0,4.0,1.0,61.8
3148,1.0,0.0,2.0,1.0,65.0
3149,1.0,1.0,2.0,1.0,63.8
3150,1.0,4.0,4.0,6.0,62.4
3151,1.0,0.0,1.0,3.0,66.6
3152,1.0,2.0,6.0,2.0,61.2
3153,1.0,2.0,4.0,0.0,62.5
3154,1.0,3.0,1.0,2.0,60.0
3155,1.0,2.0,3.0,5.0,58.4
3157,1.0,2.0,3.0,1.0,61.7
3158,1.0,4.0,3.0,1.0,62.0
3159,1.0,4.0,5.0,4.0,61.6
3160,1.0,2.0,1.0,4.0,59.0
3161,1.0,1.0,1.0,0.0,57.8
3162,1.0,4.0,4.0,0.0,62.0
3163,1.0,3.0,1.0,4.0,61.9
3164,1.0,4.0,5.0,2.0,61.0
3165,1.0,4.0,5.0,0.0,60.1
3166,1.0,4.0,2.0,2.0,61.5
3167,1.0,4.0,2.0,2.0,61.8
3168,1.0,3.0,2.0,5.0,62.7
3169,1.0,2.0,7.0,1.0,61.7
3170,1.0,0.0,2.0,5.0,60.7
3171,1.0,3.0,1.0,0.0,58.9
3172,1.0,2.0,5.0,2.0,63.4
3173,1.0,2.0,3.0,5.0,62.0
3174,1.0,3.0,3.0,5.0,61.2
3175,1.0,4.0,2.0,1.0,61.3
3176,1.0,4.0,1.0,3.0,62.5
3177,1.0,2.0,5.0,1.0,63.4
3178,1.0,1.0,1.0,3.0,63.6
3179,1.0,2.0,3.0,5.0,63.0
3180,1.0,1.0,1.0,3.0,63.2
3181,1.0,1.0,1.0,2.0,64.2
3182,1.0,1.0,1.0,3.0,63.3
3183,1.0,4.0,4.0,2.0,62.0
3184,1.0,1.0,1.0,5.0,57.1
3185,1.0,4.0,6.0,2.0,61.9
3186,1.0,4.0,3.0,1.0,61.1
3187,1.0,4.0,4.0,3.0,62.0
3188,1.0,4.0,4.0,3.0,60.8
3189,1.0,2.0,1.0,1.0,63.4
3190,1.0,0.0,1.0,1.0,64.5
3191,1.0,3.0,4.0,2.0,60.6
3192,1.0,4.0,3.0,3.0,61.1
3193,1.0,3.0,4.0,2.0,62.1
3194,1.0,4.0,6.0,2.0,61.3
3195,1.0,2.0,3.0,1.0,62.5
3196,1.0,3.0,0.0,2.0,62.4
3197,1.0,1.0,2.0,3.0,64.3
3198,1.0,4.0,3.0,3.0,61.7
3199,1.0,2.0,2.0,5.0,63.7
3200,1.0,4.0,4.0,1.0,62.3
3201,1.0,4.0,2.0,1.0,61.6
3202,1.0,4.0,2.0,0.0,62.5
3203,1.0,3.0,1.0,4.0,58.8
3204,1.0,4.0,5.0,0.0,61.6
3205,1.0,4.0,3.0,0.0,61.5
3206,1.0,4.0,4.0,1.0,62.3
3207,1.0,3.0,1.0,2.0,63.0
3208,1.0,3.0,1.0,2.0,62.9
3209,1.0,3.0,6.0,2.0,58.1
3210,1.0,3.0,2.0,0.0,62.2
3211,1.0,3.0,6.0,2.0,61.8
3212,1.0,4.0,6.0,2.0,62.2
3213,1.0,1.0,1.0,4.0,61.3
3214,1.0,0.0,1.0,5.0,65.8
3215,1.0,3.0,0.0,3.0,59.4
3216,1.0,1.0,1.0,5.0,64.1
3217,1.0,1.0,1.0,0.0,64.1
3218,1.0,3.0,7.0,4.0,62.9
3219,1.0,2.0,4.0,2.0,62.8
3220,1.0,2.0,1.0,3.0,63.5
3221,1.0,1.0,1.0,3.0,58.5
3222,1.0,2.0,3.0,0.0,63.0
3223,1.0,2.0,1.0,3.0,62.3
3224,1.0,4.0,5.0,2.0,61.2
3225,1.0,4.0,3.0,0.0,60.2
3226,1.0,4.0,5.0,3.0,61.3
3227,1.0,4.0,5.0,3.0,62.0
3228,1.0,4.0,5.0,3.0,61.2
3229,1.0,4.0,6.0,1.0,61.5
3230,1.0,3.0,1.0,4.0,62.8
3231,1.0,3.0,1.0,4.0,61.7
3232,1.0,3.0,3.0,0.0,59.3
3233,1.0,2.0,4.0,1.0,62.1
3234,1.0,2.0,1.0,3.0,63.1
3235,1.0,4.0,4.0,0.0,61.1
3236,1.0,1.0,3.0,5.0,58.5
3237,1.0,1.0,1.0,3.0,61.3
3238,1.0,0.0,1.0,4.0,66.0
3239,1.0,4.0,2.0,0.0,61.9
3240,1.0,2.0,5.0,2.0,62.1
3241,1.0,1.0,0.0,2.0,64.3
3242,1.0,4.0,6.0,3.0,61.9
3243,1.0,4.0,4.0,1.0,62.4
3244,1.0,4.0,7.0,4.0,63.0
3245,1.0,4.0,3.0,5.0,61.4
3246,1.0,3.0,2.0,3.0,62.0
3247,1.0,4.0,0.0,4.0,61.9
3248,1.0,3.0,2.0,1.0,61.5
3249,1.0,2.0,1.0,2.0,60.2
3250,1.0,3.0,4.0,2.0,62.7
3251,1.0,4.0,4.0,2.0,62.5
3252,1.0,4.0,7.0,5.0,62.4
3253,1.0,1.0,2.0,4.0,63.8
3254,1.0,4.0,1.0,0.0,62.1
3255,1.0,1.0,2.0,0.0,64.0
3256,1.0,3.0,4.0,1.0,62.8
3257,1.0,2.0,4.0,1.0,63.4
3258,1.0,2.0,4.0,6.0,60.4
3259,1.0,2.0,4.0,1.0,60.7
3260,1.0,0.0,2.0,3.0,64.4
3261,1.0,4.0,4.0,2.0,60.3
3262,1.0,2.0,1.0,6.0,63.1
3263,1.0,4.0,2.0,5.0,61.9
3264,1.0,3.0,4.0,1.0,60.9
3265,1.0,4.0,3.0,0.0,61.4
3266,1.0,4.0,2.0,1.0,61.9
3267,1.0,4.0,2.0,1.0,60.8
3268,1.0,3.0,1.0,5.0,61.5
3269,1.0,3.0,1.0,4.0,59.4
3270,1.0,1.0,2.0,5.0,64.3
3271,1.0,2.0,1.0,5.0,58.3
3272,1.0,4.0,0.0,1.0,63.0
3273,1.0,3.0,1.0,4.0,59.8
3274,1.0,3.0,2.0,5.0,62.2
3275,1.0,3.0,2.0,2.0,62.7
3276,1.0,2.0,2.0,5.0,59.3
3277,1.0,4.0,4.0,0.0,62.5
3278,1.0,4.0,2.0,2.0,62.1
3279,1.0,4.0,2.0,2.0,61.3
3280,1.0,4.0,2.0,1.0,61.5
3281,1.0,3.0,1.0,3.0,61.3
3282,1.0,4.0,6.0,4.0,62.1
3283,1.0,4.0,7.0,3.0,61.9
3284,1.0,1.0,3.0,2.0,60.9
3285,1.0,4.0,1.0,4.0,60.3
3286,1.0,3.0,1.0,4.0,62.7
3287,1.0,1.0,2.0,2.0,64.0
3288,1.0,3.0,1.0,4.0,62.9
3289,1.0,4.0,4.0,4.0,61.5
3290,1.0,3.0,4.0,0.0,62.5
3291,1.0,2.0,3.0,1.0,62.3
3292,1.0,2.0,4.0,6.0,62.4
3293,1.0,2.0,2.0,1.0,63.5
3294,1.0,1.0,3.0,1.0,63.3
3295,1.0,3.0,4.0,0.0,62.7
3296,1.0,2.0,3.0,0.0,61.9
3297,1.0,4.0,0.0,2.0,61.2
3298,1.0,2.0,7.0,4.0,62.6
3299,1.0,2.0,1.0,2.0,62.4
3300,1.0,2.0,1.0,2.0,63.0
3301,1.0,2.0,1.0,2.0,62.6
3302,1.0,3.0,3.0,2.0,62.0
3303,1.0,1.0,5.0,0.0,61.5
3304,1.0,2.0,3.0,2.0,63.2
3305,1.0,4.0,3.0,2.0,62.7
3306,1.0,3.0,4.0,1.0,61.2
3307,1.0,4.0,4.0,1.0,62.3
3308,1.0,2.0,4.0,1.0,60.9
3309,1.0,1.0,3.0,3.0,63.6
3310,1.0,4.0,3.0,1.0,61.1
3311,1.0,2.0,1.0,0.0,58.1
3312,1.0,2.0,1.0,0.0,61.0
3313,1.0,4.0,5.0,4.0,61.7
3314,1.0,4.0,5.0,4.0,61.9
3315,1.0,3.0,1.0,4.0,58.3
3316,1.0,3.0,2.0,2.0,62.6
3317,1.0,4.0,3.0,4.0,62.3
3318,1.0,4.0,4.0,3.0,61.6
3319,1.0,4.0,3.0,0.0,62.4
3320,1.0,2.0,2.0,1.0,62.0
3321,1.0,4.0,6.0,0.0,62.1
3322,1.0,4.0,2.0,1.0,61.5
3323,1.0,2.0,5.0,1.0,59.3
3324,1.0,4.0,3.0,1.0,61.7
3325,1.0,2.0,4.0,0.0,62.8
3326,1.0,2.0,4.0,0.0,64.1
3327,1.0,0.0,3.0,4.0,65.6
3328,1.0,3.0,0.0,2.0,60.8
3329,1.0,2.0,5.0,1.0,61.7
3330,1.0,1.0,1.0,2.0,61.3
3331,1.0,3.0,3.0,5.0,62.4
3332,1.0,4.0,3.0,1.0,61.0
3333,1.0,4.0,2.0,1.0,61.7
3334,1.0,3.0,1.0,3.0,60.4
3335,1.0,4.0,0.0,2.0,62.2
3336,1.0,4.0,3.0,1.0,59.3
3337,1.0,3.0,1.0,3.0,62.3
3338,1.0,3.0,1.0,3.0,58.3
3339,1.0,3.0,5.0,1.0,60.6
3340,1.0,3.0,2.0,4.0,62.0
3341,1.0,3.0,2.0,5.0,63.0
3342,1.0,1.0,7.0,0.0,63.2
3343,1.0,2.0,7.0,0.0,62.9
3344,1.0,3.0,1.0,6.0,62.0
3345,1.0,4.0,7.0,4.0,61.6
3346,1.0,4.0,7.0,3.0,60.3
3347,1.0,2.0,2.0,5.0,63.5
3348,1.0,2.0,1.0,1.0,63.4
3349,1.0,3.0,1.0,1.0,58.5
3350,1.0,3.0,1.0,1.0,60.0
3351,1.0,4.0,2.0,1.0,62.1
3352,1.0,1.0,6.0,3.0,58.5
3353,1.0,4.0,4.0,1.0,62.0
3354,1.0,3.0,5.0,1.0,59.0
3355,1.0,2.0,4.0,3.0,63.5
3356,1.0,4.0,3.0,1.0,61.6
3357,1.0,1.0,2.0,5.0,63.3
3358,1.0,2.0,1.0,4.0,63.4
3359,1.0,4.0,5.0,0.0,61.9
3360,0.0,2.0,2.0,5.0,61.2
3361,0.0,4.0,1.0,3.0,60.6
3362,0.0,2.0,3.0,5.0,59.3
3363,0.0,2.0,3.0,5.0,62.7
3364,0.0,2.0,3.0,5.0,60.7
3365,0.0,2.0,3.0,3.0,61.9
3366,0.0,2.0,3.0,3.0,63.0
3367,0.0,2.0,4.0,1.0,63.8
3368,0.0,2.0,2.0,1.0,61.2
3369,0.0,4.0,3.0,5.0,62.3
3370,0.0,4.0,3.0,5.0,62.4
3371,0.0,4.0,1.0,3.0,61.3
3372,0.0,4.0,2.0,4.0,62.0
3373,0.0,4.0,2.0,4.0,62.9
3374,0.0,4.0,2.0,3.0,62.3
3375,0.0,4.0,3.0,2.0,61.8
3376,0.0,4.0,1.0,4.0,60.0
3377,0.0,2.0,1.0,3.0,62.3
3378,0.0,1.0,1.0,3.0,63.2
3379,0.0,3.0,2.0,5.0,61.3
3380,0.0,4.0,2.0,5.0,62.7
3381,0.0,3.0,4.0,6.0,60.7
3382,0.0,2.0,2.0,5.0,61.4
3383,0.0,2.0,1.0,3.0,63.0
3384,0.0,1.0,2.0,5.0,63.5
3385,0.0,2.0,1.0,3.0,61.8
3386,0.0,3.0,4.0,6.0,61.8
3387,0.0,3.0,2.0,5.0,61.5
3388,0.0,2.0,1.0,2.0,63.0
3389,0.0,2.0,2.0,5.0,63.0
3390,0.0,2.0,2.0,2.0,62.8
3391,0.0,2.0,5.0,1.0,59.7
3392,0.0,2.0,5.0,1.0,59.4
3393,0.0,2.0,3.0,4.0,60.1
3394,0.0,2.0,7.0,2.0,59.4
3395,0.0,4.0,5.0,5.0,62.2
3396,0.0,4.0,5.0,5.0,62.0
3397,0.0,4.0,5.0,4.0,62.5
3398,0.0,4.0,3.0,2.0,62.6
3399,0.0,2.0,4.0,5.0,61.8
3400,0.0,3.0,4.0,5.0,61.6
3401,0.0,3.0,3.0,2.0,59.6
3402,0.0,3.0,3.0,0.0,59.6
3403,0.0,1.0,4.0,6.0,64.0
3404,0.0,1.0,3.0,0.0,63.6
3405,0.0,1.0,2.0,0.0,63.1
3406,0.0,1.0,2.0,0.0,63.1
3407,0.0,4.0,2.0,0.0,62.0
3408,0.0,4.0,3.0,2.0,60.3
3409,0.0,4.0,3.0,2.0,62.1
3410,0.0,4.0,1.0,2.0,61.3
3411,0.0,4.0,1.0,2.0,62.0
3412,0.0,4.0,1.0,2.0,60.9
3413,0.0,4.0,2.0,6.0,61.0
3414,0.0,4.0,2.0,2.0,61.2
3415,0.0,3.0,4.0,5.0,62.0
3416,0.0,2.0,3.0,0.0,61.0
3417,0.0,1.0,3.0,4.0,63.7
3418,0.0,2.0,3.0,4.0,61.0
3419,0.0,3.0,3.0,4.0,60.9
3420,1.0,0.0,2.0,0.0,66.4
3421,1.0,2.0,3.0,5.0,63.2
3422,1.0,4.0,0.0,3.0,61.5
3423,1.0,4.0,4.0,3.0,60.5
3424,1.0,4.0,4.0,3.0,61.9
3425,1.0,4.0,4.0,3.0,60.6
3426,1.0,4.0,2.0,1.0,62.0
3427,1.0,0.0,1.0,0.0,64.4
3428,1.0,3.0,7.0,4.0,60.2
3429,1.0,4.0,3.0,0.0,61.2
3430,1.0,2.0,2.0,1.0,59.8
3431,1.0,3.0,3.0,5.0,59.1
3432,1.0,3.0,1.0,3.0,62.8
3433,1.0,4.0,3.0,1.0,61.5
3434,1.0,2.0,1.0,3.0,64.0
3435,1.0,2.0,1.0,3.0,62.0
3436,1.0,3.0,2.0,4.0,62.6
3437,1.0,3.0,2.0,4.0,61.0
3438,1.0,3.0,2.0,4.0,62.1
3439,1.0,2.0,2.0,4.0,62.3
3440,1.0,3.0,2.0,4.0,62.8
3441,1.0,0.0,2.0,4.0,65.4
3442,1.0,0.0,4.0,5.0,65.2
3443,1.0,4.0,4.0,2.0,62.1
3444,1.0,2.0,2.0,4.0,63.4
3445,1.0,3.0,2.0,4.0,61.4
3446,1.0,0.0,2.0,2.0,68.7
3447,1.0,4.0,0.0,1.0,62.0
3448,1.0,2.0,1.0,3.0,61.8
3449,1.0,2.0,2.0,4.0,63.0
3450,1.0,2.0,2.0,4.0,63.2
3451,1.0,3.0,1.0,4.0,59.2
3452,1.0,4.0,6.0,3.0,62.1
3453,1.0,3.0,5.0,1.0,61.0
3454,1.0,2.0,4.0,3.0,60.9
